Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Date,desempleado
HX74855,Washington,M,High School or Below,24715284%,95697,61,12/30/1899,Personal Auto,Two-Door Car,114.273025,2/19/1996,TRUE
QN65180,Oregon,F,Bachelor,219039136%,22254,79,12/30/1899,Personal Auto,Four-Door Car,125.194389,3/1/1996,FALSE
GE47180,Nevada,Male,High School or Below,90288214%,65974,113,12/30/1899,Personal Auto,Sports Car,235.220971,6/19/1996,TRUE
VQ38776,Oregon,F,College,53037595%,0,76,12/30/1899,Personal Auto,Four-Door Car,395.34111,11/26/1996,FALSE
BH86846,Washington,M,High School or Below,207082588%,92079,65,1/1/2000,Corporate Auto,Four-Door Car,114.798771,2/19/1996,TRUE
IN17648,Nevada,Male,High School or Below,51237681%,0,74,12/30/1899,Personal Auto,Two-Door Car,772.798511,12/8/1997,FALSE
DF95759,Oregon,Male,College,94923430%,0,132,12/30/1899,Personal Auto,SUV,633.6,7/22/1997,TRUE
QG45324,Oregon,F,High School or Below,82048632%,0,73,12/30/1899,Personal Auto,Four-Door Car,350.4,10/12/1996,FALSE
MN61620,Arizona,F,College,98772957%,67752,131,4/1/2000,Personal Auto,Sports Car,168.517149,4/13/1996,TRUE
YH86390,California,F,Bachelor,48150097%,25398,64,12/30/1899,Corporate Auto,Four-Door Car,307.2,8/30/1996,FALSE
FY13480,California,Male,High School or Below,62770117%,0,88,12/30/1899,Personal Auto,Four-Door Car,633.6,7/22/1997,TRUE
YH61661,California,M,High School or Below,82606398%,33321,105,12/30/1899,Special Auto,SUV,504,3/15/1997,FALSE
NL93182,Nevada,M,Bachelor,25494500%,0,78,12/30/1899,Corporate Auto,Four-Door Car,845.654042,2/19/1998,TRUE
LN31673,Washington,MA,College,113180898%,38923,99,2/1/2000,Personal Auto,Four-Door Car,115.728852,2/20/1996,FALSE
WE68644,Oregon,F,Bachelor,38039218%,20325,100,12/30/1899,Personal Auto,Sports Car,668.29397,8/26/1997,TRUE
EZ30498,Oregon,M,Bachelor,86354035%,13129,117,12/30/1899,Personal Auto,SUV,700.901632,9/27/1997,FALSE
QY74517,Oregon,F,High School or Below,55105590%,0,73,12/30/1899,Personal Auto,Four-Door Car,525.6,4/5/1997,TRUE
NM88660,Nevada,M,Master,35858841%,49080,91,12/30/1899,Corporate Auto,Four-Door Car,25.299,11/22/1995,FALSE
MZ82036,Nevada,M,College,48892528%,42536,63,12/30/1899,Personal Auto,Four-Door Car,375.330097,11/6/1996,TRUE
ID20929,Oregon,M,Bachelor,27569417%,29926,74,12/30/1899,Corporate Auto,Four-Door Car,418.233667,12/19/1996,FALSE
EY50028,Nevada,M,Doctor,32895474%,0,86,12/30/1899,Corporate Auto,Two-Door Car,398.240791,11/29/1996,TRUE
TT82373,California,F,Bachelor,109371785%,21450,138,12/30/1899,Personal Auto,Sports Car,938.513425,5/23/1998,FALSE
OH64088,California,M,High School or Below,73755679%,33345,65,12/30/1899,Corporate Auto,Four-Door Car,338.619869,9/30/1996,TRUE
SK97780,California,F,Bachelor,101107782%,15752,90,12/30/1899,Corporate Auto,Two-Door Car,339.344531,10/1/1996,FALSE
IO33050,Oregon,F,High School or Below,51194143%,40169,65,1/1/2000,Personal Auto,Four-Door Car,302.818833,8/25/1996,TRUE
XA55917,California,F,College,85338320%,26049,113,1/1/2000,Personal Auto,SUV,619.165344,7/8/1997,FALSE
JK32620,Nevada,M,College,22247680%,0,68,12/30/1899,Personal Auto,Four-Door Car,326.4,9/18/1996,TRUE
RQ19236,Arizona,M,Doctor,80428038%,55411,100,12/30/1899,Personal Auto,Sports Car,259.561195,7/13/1996,FALSE
QC47433,Oregon,M,College,25544371%,12459,70,12/30/1899,Personal Auto,Four-Door Car,336,9/28/1996,TRUE
RA93608,Oregon,M,Bachelor,180739400%,64620,76,1/1/2000,Personal Auto,Two-Door Car,364.8,10/26/1996,FALSE
XH97711,California,M,Bachelor,24305066%,83140,61,12/30/1899,Corporate Auto,Four-Door Car,179.161843,4/24/1996,TRUE
AU96286,Oregon,F,Bachelor,31676584%,0,92,12/30/1899,Corporate Auto,Four-Door Car,662.4,8/20/1997,FALSE
KC17170,Arizona,F,Bachelor,54656040%,54422,68,12/30/1899,Corporate Auto,Four-Door Car,75.501852,1/11/1996,TRUE
ZN47335,California,M,College,103575142%,68309,131,12/30/1899,Corporate Auto,SUV,306.983596,8/29/1996,FALSE
EI46264,California,M,High School or Below,25378139%,56621,65,2/1/2000,Personal Auto,Four-Door Car,84.026848,1/20/1996,TRUE
EK87864,Arizona,F,College,28219472%,38977,70,12/30/1899,Special Auto,Four-Door Car,139.489926,3/15/1996,FALSE
GV45403,AZ,M,Bachelor,77571281%,0,111,12/30/1899,Corporate Auto,Two-Door Car,607.4459,6/26/1997,TRUE
QK31192,AZ,M,High School or Below,40791327%,0,114,12/30/1899,Corporate Auto,Two-Door Car,631.124372,7/20/1997,FALSE
LU89008,AZ,F,College,59555446%,0,83,12/30/1899,Personal Auto,Four-Door Car,628.023494,7/17/1997,TRUE
NS10490,Oregon,F,Bachelor,141586136%,83235,70,12/30/1899,Personal Auto,Two-Door Car,336,9/28/1996,FALSE
KL98495,Nevada,M,College,84872380%,0,74,12/30/1899,Personal Auto,Two-Door Car,426.655599,12/27/1996,TRUE
IU96845,AZ,M,College,62854769%,32390,80,12/30/1899,Personal Auto,Four-Door Car,91.417923,1/27/1996,FALSE
QL93655,Oregon,F,High School or Below,114734815%,66538,95,12/30/1899,Personal Auto,Two-Door Car,317.844812,9/9/1996,TRUE
PF40592,Washington,F,College,49426306%,23285,65,12/30/1899,Personal Auto,Two-Door Car,118.446235,2/23/1996,FALSE
LZ34046,Oregon,M,Bachelor,235946802%,76358,66,12/30/1899,Personal Auto,Four-Door Car,86.461582,1/22/1996,TRUE
JC80093,Washington,M,Master,25725066%,21104,66,12/30/1899,Personal Auto,Four-Door Car,118.454974,2/23/1996,FALSE
YE88490,AZ,F,College,53808986%,55350,67,12/30/1899,Personal Auto,Four-Door Car,321.6,9/13/1996,TRUE
YC80498,California,F,College,47705509%,12964,65,12/30/1899,Personal Auto,Two-Door Car,362.774545,10/24/1996,FALSE
AI85843,AZ,F,Master,67566514%,33288,86,2/1/2000,Personal Auto,Four-Door Car,221.856184,6/5/1996,TRUE
XD66024,AZ,F,College,59360118%,0,84,12/30/1899,Personal Auto,Four-Door Car,980.169081,7/4/1998,FALSE
FY51713,AZ,F,Bachelor,35707605%,56168,88,12/30/1899,Personal Auto,Four-Door Car,614.675906,7/3/1997,TRUE
PH26378,California,M,College,60199605%,0,92,12/30/1899,Personal Auto,Four-Door Car,662.4,8/20/1997,FALSE
WQ18638,Oregon,M,High School or Below,54268640%,23105,69,12/30/1899,Personal Auto,Two-Door Car,331.2,9/23/1996,TRUE
KY14688,Oregon,F,Master,27303138%,36218,68,12/30/1899,Personal Auto,Four-Door Car,145.252168,3/21/1996,FALSE
TC97762,California,F,High School or Below,49826814%,52275,62,12/30/1899,Corporate Auto,Four-Door Car,374.240783,11/5/1996,TRUE
QC87108,Oregon,F,College,87692668%,49665,74,12/30/1899,Personal Auto,Four-Door Car,355.2,10/17/1996,FALSE
CX12134,Nevada,M,High School or Below,42206135%,32471,110,12/30/1899,Personal Auto,Two-Door Car,528,4/8/1997,TRUE
SM73248,AZ,M,High School or Below,115375051%,0,86,1/1/2000,Corporate Auto,Two-Door Car,619.2,7/8/1997,FALSE
CK19789,California,F,Master,58871820%,62773,73,12/30/1899,Personal Auto,Four-Door Car,80.669257,1/16/1996,TRUE
UV12583,California,F,College,47005838%,76694,117,12/30/1899,Personal Auto,SUV,561.6,5/11/1997,FALSE
JC11405,Oregon,M,High School or Below,109639572%,55687,276,12/30/1899,Personal Auto,Luxury SUV,1324.8,6/13/1999,TRUE
KA89683,AZ,F,High School or Below,25231712%,0,70,12/30/1899,Personal Auto,Four-Door Car,504,3/15/1997,FALSE
BG85305,Nevada,M,Doctor,37578047%,36633,96,1/1/2000,Personal Auto,Four-Door Car,460.8,1/30/1997,TRUE
UQ87917,Oregon,M,High School or Below,129417335%,77060,106,12/30/1899,Personal Auto,SUV,468.566133,2/7/1997,FALSE
XN11823,Nevada,F,Bachelor,37644651%,92600,94,12/30/1899,Corporate Auto,Two-Door Car,842.43785,2/16/1998,TRUE
OS46571,California,M,High School or Below,68895570%,0,66,12/30/1899,Personal Auto,Four-Door Car,475.2,2/14/1997,FALSE
PX17116,Nevada,M,College,36234542%,0,111,2/1/2000,Corporate Auto,SUV,1171.93117,1/11/1999,TRUE
RP19541,AZ,M,College,75821138%,64801,64,12/30/1899,Personal Auto,Four-Door Car,268.471802,7/22/1996,FALSE
ZR25747,Oregon,F,College,82777456%,45257,103,12/30/1899,Corporate Auto,Two-Door Car,494.4,3/5/1997,TRUE
NQ86532,California,M,High School or Below,25764556%,26854,66,12/30/1899,Personal Auto,Four-Door Car,475.2,2/14/1997,FALSE
JY27336,Oregon,F,College,82053879%,85840,102,2/1/2000,Corporate Auto,SUV,138.722385,3/14/1996,TRUE
PB54378,Oregon,F,Doctor,195824689%,26463,72,12/30/1899,Corporate Auto,Four-Door Car,345.6,10/7/1996,FALSE
SV38190,Nevada,F,Bachelor,64815266%,30689,81,12/30/1899,Personal Auto,Four-Door Car,467.24802,2/6/1997,TRUE
CV24005,Oregon,M,High School or Below,25993109%,29590,66,12/30/1899,Corporate Auto,Two-Door Car,467.503236,2/6/1997,FALSE
EX28656,Oregon,F,College,98303376%,25965,253,12/30/1899,Personal Auto,Luxury SUV,1214.4,2/23/1999,TRUE
CF57022,Oregon,M,Bachelor,104426514%,17269,139,12/30/1899,Personal Auto,SUV,667.2,8/25/1997,FALSE
GM16780,Oregon,M,College,360575370%,90330,137,3/1/2000,Corporate Auto,Sports Car,192.085299,5/7/1996,TRUE
BX94438,California,F,High School or Below,84700368%,0,113,12/30/1899,Corporate Auto,SUV,619.973889,7/8/1997,FALSE
RM41745,California,F,High School or Below,82787865%,0,110,12/30/1899,Personal Auto,Four-Door Car,1002.782553,7/26/1998,TRUE
XR70252,California,F,High School or Below,47889326%,0,67,1/1/2000,Personal Auto,Two-Door Car,321.6,9/13/1996,FALSE
YH92099,AZ,F,Bachelor,30879999%,18558,80,12/30/1899,Special Auto,Four-Door Car,384,11/15/1996,TRUE
SG81493,Arizona,M,Bachelor,44437362%,46384,113,12/30/1899,Corporate Auto,Four-Door Car,251.774574,7/5/1996,FALSE
ZX23819,Oregon,F,High School or Below,79840865%,0,72,12/30/1899,Personal Auto,Two-Door Car,866.208321,3/12/1998,TRUE
FJ54907,Oregon,F,College,71809710%,42303,180,12/30/1899,Personal Auto,Luxury SUV,1210.920949,2/19/1999,FALSE
CU26127,California,F,Bachelor,156560343%,71731,130,12/30/1899,Corporate Auto,SUV,599.648466,6/18/1997,TRUE
YH60476,Oregon,M,High School or Below,57801822%,51066,74,12/30/1899,Corporate Auto,Four-Door Car,787.993313,12/23/1997,FALSE
ZZ97035,California,M,College,207149404%,0,203,12/30/1899,Corporate Auto,Luxury Car,2027.724442,5/16/2001,TRUE
GE82737,Nevada,F,Bachelor,53373524%,0,86,3/1/2000,Personal Auto,Four-Door Car,619.2,7/8/1997,FALSE
KY21873,Arizona,M,College,50508262%,0,69,12/30/1899,Personal Auto,Two-Door Car,72.852047,1/8/1996,TRUE
UA51318,Arizona,F,High School or Below,51166240%,26173,68,1/1/2000,Corporate Auto,Four-Door Car,449.819671,1/19/1997,FALSE
BV55014,Oregon,M,Bachelor,72687370%,24445,63,12/30/1899,Personal Auto,Two-Door Car,302.4,8/25/1996,TRUE
HX21307,Oregon,Male,College,26166139%,72302,66,12/30/1899,Personal Auto,Two-Door Car,316.8,9/8/1996,FALSE
LQ68252,Oregon,Male,High School or Below,37384362%,27208,102,12/30/1899,Personal Auto,SUV,489.6,2/28/1997,TRUE
CR92802,California,F,Master,27253564%,36650,69,1/1/2000,Special Auto,Four-Door Car,56.60333,12/23/1995,FALSE
SL35268,Arizona,Male,College,54538612%,30855,68,12/30/1899,Corporate Auto,Four-Door Car,259.060862,7/13/1996,TRUE
RD62882,Arizona,F,Bachelor,68461503%,0,95,12/30/1899,Personal Auto,Two-Door Car,456,1/26/1997,FALSE
JS42382,Oregon,Male,Master,61729142%,99960,76,12/30/1899,Corporate Auto,Four-Door Car,364.8,10/26/1996,TRUE
BT30554,Arizona,F,Bachelor,103463245%,0,98,12/30/1899,Personal Auto,Four-Door Car,470.4,2/9/1997,FALSE
VP57424,Nevada,F,Bachelor,69970086%,55873,88,12/30/1899,Personal Auto,Four-Door Car,299.356083,8/22/1996,TRUE
VU19243,Arizona,F,High School or Below,41962577%,18052,111,12/30/1899,Personal Auto,Four-Door Car,699.1679,9/26/1997,FALSE
TA82973,Oregon,F,High School or Below,78581098%,28937,104,2/1/2000,Personal Auto,SUV,117.959654,2/22/1996,TRUE
GK71720,Oregon,F,High School or Below,60643440%,0,86,12/30/1899,Personal Auto,Four-Door Car,545.240341,4/25/1997,FALSE
OQ61223,California,Male,College,174975220%,0,73,12/30/1899,Personal Auto,Two-Door Car,350.4,10/12/1996,TRUE
LL62746,Oregon,Male,Doctor,89706473%,12829,118,12/30/1899,Personal Auto,SUV,328.231432,9/20/1996,FALSE
JQ56711,Oregon,F,Master,59231172%,92163,73,12/30/1899,Personal Auto,Two-Door Car,66.568642,1/2/1996,TRUE
AW77988,Oregon,Male,High School or Below,358505994%,17588,192,12/30/1899,Personal Auto,Luxury Car,1382.4,8/10/1999,FALSE
QP84605,Washington,F,Bachelor,87098453%,41546,111,12/30/1899,Corporate Auto,Four-Door Car,121.306839,2/26/1996,TRUE
MY97912,Arizona,Male,College,133093352%,0,127,12/30/1899,Personal Auto,SUV,609.6,6/28/1997,FALSE
IB87349,California,M,High School or Below,45285049%,70340,113,12/30/1899,Special Auto,Four-Door Car,542.4,4/22/1997,TRUE
AW73065,Oregon,F,High School or Below,27919065%,0,74,12/30/1899,Personal Auto,Four-Door Car,532.8,4/12/1997,FALSE
BW80872,Washington,M,High School or Below,44344112%,34549,111,12/30/1899,Personal Auto,Four-Door Car,125.933005,3/1/1996,TRUE
PX70175,Arizona,M,College,79960075%,93459,99,12/30/1899,Personal Auto,Four-Door Car,655.41333,8/13/1997,FALSE
KF75098,Arizona,M,Bachelor,51297390%,86148,65,2/1/2000,Personal Auto,Four-Door Car,312,9/4/1996,TRUE
IS50283,California,F,Bachelor,56971752%,27048,72,12/30/1899,Corporate Auto,Four-Door Car,345.6,10/7/1996,FALSE
MY64920,Oregon,F,College,92171306%,73259,115,12/30/1899,Personal Auto,SUV,673.34265,8/31/1997,TRUE
KN34250,Oregon,F,College,102089276%,35482,129,12/30/1899,Corporate Auto,SUV,619.2,7/8/1997,FALSE
GN46207,Oregon,F,Master,41706873%,29462,107,1/1/2000,Personal Auto,SUV,513.6,3/24/1997,TRUE
KL57176,Oregon,F,College,45054058%,67801,115,1/1/2000,Personal Auto,SUV,23.810491,11/20/1995,FALSE
MN94234,California,M,High School or Below,31075686%,0,94,4/1/2000,Personal Auto,Two-Door Car,451.2,1/21/1997,TRUE
JY90595,Arizona,M,High School or Below,55286650%,16042,73,12/30/1899,Personal Auto,Two-Door Car,350.4,10/12/1996,FALSE
HK26543,California,M,High School or Below,50458667%,28056,64,1/1/2000,Personal Auto,Four-Door Car,307.2,8/30/1996,TRUE
PN86062,California,M,High School or Below,29627225%,16495,85,3/1/2000,Corporate Auto,Four-Door Car,408,12/9/1996,FALSE
VW27730,California,F,Master,86659564%,41163,108,12/30/1899,Corporate Auto,SUV,231.922173,6/15/1996,TRUE
SH55671,Arizona,F,College,114134412%,0,161,1/1/2000,Personal Auto,Sports Car,772.8,12/8/1997,FALSE
MO56878,California,M,Bachelor,154884320%,33799,109,3/1/2000,Corporate Auto,SUV,664.980242,8/22/1997,TRUE
VO38365,Washington,F,College,88611495%,90125,110,12/30/1899,Corporate Auto,SUV,128.645946,3/4/1996,FALSE
SV35618,Oregon,F,Bachelor,59347415%,87747,147,1/1/2000,Personal Auto,SUV,46.492039,12/13/1995,TRUE
RX12347,Nevada,M,College,35432321%,35695,90,12/30/1899,Personal Auto,Four-Door Car,432,1/2/1997,FALSE
FR55658,California,M,Master,34900283%,90985,87,12/30/1899,Personal Auto,Four-Door Car,78.085149,1/14/1996,TRUE
XS12556,California,F,College,36830999%,0,101,12/30/1899,Corporate Auto,Sports Car,564.466556,5/14/1997,FALSE
ZU73588,California,M,College,59897739%,66839,154,12/30/1899,Personal Auto,Sports Car,739.2,11/5/1997,TRUE
WT43034,California,F,High School or Below,125008430%,0,165,12/30/1899,Personal Auto,SUV,792,12/28/1997,FALSE
VM13430,Oregon,F,Bachelor,86091582%,79090,107,12/30/1899,Corporate Auto,SUV,289.040734,8/12/1996,TRUE
TC78849,Oregon,M,Bachelor,24974551%,24825,64,12/30/1899,Personal Auto,Two-Door Car,155.938593,3/31/1996,FALSE
VC34764,California,M,College,70191772%,26806,63,12/30/1899,Personal Auto,Four-Door Car,302.4,8/25/1996,TRUE
WO90953,Oregon,F,College,53879263%,56835,67,12/30/1899,Personal Auto,Two-Door Car,326.549425,9/18/1996,FALSE
IU47468,Oregon,F,Bachelor,61655575%,0,88,12/30/1899,Special Auto,Two-Door Car,653.65668,8/11/1997,TRUE
KO46064,California,M,Bachelor,27302029%,46135,69,12/30/1899,Personal Auto,Four-Door Car,103.935601,2/8/1996,FALSE
RB34917,Arizona,F,Bachelor,51621169%,0,73,12/30/1899,Personal Auto,Four-Door Car,809.532341,1/14/1998,TRUE
BI38192,Oregon,F,High School or Below,79370648%,22862,67,12/30/1899,Personal Auto,Two-Door Car,321.6,9/13/1996,FALSE
PU18983,Oregon,F,High School or Below,86081572%,21450,110,2/1/2000,Personal Auto,Sports Car,528,4/8/1997,TRUE
SW79912,Oregon,M,Bachelor,26325458%,95854,65,12/30/1899,Personal Auto,Two-Door Car,312,9/4/1996,FALSE
ES39217,Oregon,F,Bachelor,77850042%,44897,99,1/1/2000,Personal Auto,Four-Door Car,580.72531,5/30/1997,TRUE
KP72427,Washington,M,High School or Below,216398386%,64455,108,12/30/1899,Personal Auto,SUV,133.735395,3/9/1996,FALSE
UA19178,Oregon,F,Master,49808250%,53265,62,12/30/1899,Personal Auto,Four-Door Car,238.005074,6/22/1996,TRUE
PR53785,Arizona,F,High School or Below,74572378%,0,198,1/1/2000,Personal Auto,Luxury Car,1577.674417,2/21/2000,FALSE
XF57481,Washington,M,Master,106409393%,50450,90,12/30/1899,Personal Auto,Two-Door Car,135.892444,3/11/1996,TRUE
CN90378,California,F,High School or Below,68625083%,54780,88,3/1/2000,Personal Auto,Four-Door Car,135.26125,3/11/1996,FALSE
KI56154,Nevada,M,High School or Below,90489834%,0,119,12/30/1899,Personal Auto,Sports Car,571.2,5/21/1997,TRUE
UI55951,California,M,Bachelor,55480319%,67798,69,12/30/1899,Personal Auto,Four-Door Car,331.2,9/23/1996,FALSE
FF28650,Oregon,M,Bachelor,83126816%,21442,118,12/30/1899,Personal Auto,SUV,566.4,5/16/1997,TRUE
FS55302,California,M,Bachelor,23899810%,27615,62,1/1/2000,Personal Auto,Four-Door Car,297.6,8/20/1996,FALSE
TN79487,California,M,Bachelor,44581134%,17622,65,1/1/2000,Personal Auto,Four-Door Car,312,9/4/1996,TRUE
HG32616,Nevada,M,High School or Below,52957417%,50200,135,12/30/1899,Personal Auto,Sports Car,637.063458,7/26/1997,FALSE
UK41984,Arizona,F,Doctor,38396061%,0,112,2/1/2000,Personal Auto,SUV,537.6,4/17/1997,TRUE
LZ52266,California,F,High School or Below,37315046%,0,96,12/30/1899,Personal Auto,Four-Door Car,460.8,1/30/1997,FALSE
PM27367,California,F,Master,27789037%,73570,70,1/1/2000,Special Auto,Two-Door Car,75.936096,1/11/1996,TRUE
ZK21724,Oregon,F,High School or Below,40165420%,0,111,12/30/1899,Personal Auto,SUV,799.2,1/4/1998,FALSE
BH35482,Washington,M,Doctor,49309493%,70412,61,12/30/1899,Corporate Auto,Two-Door Car,136.291083,3/12/1996,TRUE
QE22757,Nevada,M,Doctor,24913170%,36631,62,12/30/1899,Personal Auto,Four-Door Car,67.530904,1/3/1996,FALSE
ON77649,Oregon,F,College,29088759%,35895,73,12/30/1899,Personal Auto,Four-Door Car,312.921256,9/4/1996,TRUE
RN82884,Arizona,F,College,42829480%,40864,109,1/1/2000,Personal Auto,SUV,166.937747,4/11/1996,FALSE
CQ75652,Oregon,M,College,83416237%,0,118,12/30/1899,Personal Auto,Four-Door Car,566.4,5/16/1997,TRUE
FF58467,Arizona,F,Master,50907813%,93018,63,12/30/1899,Personal Auto,Four-Door Car,135.382194,3/11/1996,FALSE
BS83666,Oregon,M,Bachelor,73661883%,70014,62,12/30/1899,Corporate Auto,Four-Door Car,17.742954,11/14/1995,TRUE
WO29605,Oregon,F,College,24368751%,48875,61,12/30/1899,Personal Auto,Two-Door Car,1.838367,10/29/1995,FALSE
TL77607,California,M,Bachelor,88526887%,67969,74,12/30/1899,Personal Auto,Four-Door Car,197.776009,5/12/1996,TRUE
EZ50606,Oregon,F,High School or Below,238754768%,0,108,12/30/1899,Corporate Auto,SUV,612.102262,7/1/1997,FALSE
OS39723,Oregon,F,Doctor,56004965%,68665,69,12/30/1899,Personal Auto,Two-Door Car,331.2,9/23/1996,TRUE
FN69743,California,M,College,46365465%,26802,66,1/1/2000,Corporate Auto,Two-Door Car,316.8,9/8/1996,FALSE
XW96958,Nevada,M,High School or Below,75733451%,0,110,12/30/1899,Corporate Auto,Four-Door Car,1193.036154,2/2/1999,TRUE
TU92578,California,M,College,146966355%,45345,125,12/30/1899,Personal Auto,SUV,600,6/19/1997,FALSE
TL43709,Washington,M,Bachelors,89721403%,89689,74,12/30/1899,Personal Auto,Four-Door Car,136.829537,3/12/1996,TRUE
YE68736,California,F,Bachelor,77248401%,32051,193,1/1/2000,Personal Auto,SUV,926.4,5/11/1998,FALSE
OB96537,Oregon,M,Master,59466707%,81139,74,12/30/1899,Special Auto,Four-Door Car,392.6364,11/23/1996,TRUE
EU68825,Oregon,F,Master,80005451%,63834,100,1/1/2000,Personal Auto,Sports Car,215.226476,5/30/1996,FALSE
CC31456,Arizona,M,Bachelor,64575610%,37548,81,12/30/1899,Special Auto,Four-Door Car,160.598662,4/5/1996,TRUE
DJ77787,Arizona,F,High School or Below,72814401%,0,69,3/1/2000,Personal Auto,Four-Door Car,371.803029,11/2/1996,FALSE
LN26837,California,M,High School or Below,25924378%,72421,65,12/30/1899,Personal Auto,Four-Door Car,312,9/4/1996,TRUE
YI92916,Nevada,M,Master,46784234%,83102,116,12/30/1899,Corporate Auto,Four-Door Car,443.670399,1/13/1997,FALSE
NW54906,Oregon,M,College,138699271%,28432,118,12/30/1899,Personal Auto,SUV,612.300581,7/1/1997,TRUE
ME77513,Nevada,F,Master,87177778%,83707,108,12/30/1899,Corporate Auto,Four-Door Car,290.391526,8/13/1996,FALSE
UK76891,California,F,College,52339868%,63259,65,12/30/1899,Corporate Auto,Four-Door Car,316.795337,9/8/1996,TRUE
SI26888,Nevada,F,High School or Below,47641897%,0,67,12/30/1899,Personal Auto,Four-Door Car,405.527937,12/6/1996,FALSE
YD74948,Oregon,F,College,24724692%,63860,62,12/30/1899,Personal Auto,Four-Door Car,208.598246,5/23/1996,TRUE
HB64268,Washington,M,Bachelor,28136926%,43836,73,12/30/1899,Personal Auto,Four-Door Car,138.130879,3/14/1996,FALSE
BW52697,California,F,College,55050570%,86132,68,12/30/1899,Personal Auto,Two-Door Car,301.437365,8/24/1996,TRUE
NL41409,Oregon,F,Bachelor,26062085%,28519,66,12/30/1899,Personal Auto,Two-Door Car,456.473115,1/26/1997,FALSE
OD69005,Arizona,F,High School or Below,104819438%,39102,88,12/30/1899,Personal Auto,Four-Door Car,152.338562,3/28/1996,TRUE
ZZ91716,California,F,Bachelor,32567664%,0,89,12/30/1899,Personal Auto,Four-Door Car,491.755368,3/2/1997,FALSE
UK70255,California,F,College,304757805%,97298,128,12/30/1899,Personal Auto,Sports Car,48.517439,12/15/1995,TRUE
QT25383,Nevada,M,High School or Below,63649022%,41986,84,2/1/2000,Personal Auto,Two-Door Car,430.375049,12/31/1996,FALSE
AW18068,Arizona,M,High School or Below,94685093%,0,88,12/30/1899,Personal Auto,Two-Door Car,633.6,7/22/1997,TRUE
NS45347,Oregon,F,College,56314519%,17291,73,12/30/1899,Personal Auto,Four-Door Car,350.4,10/12/1996,FALSE
FV19421,California,M,Bachelor,77809993%,0,74,12/30/1899,Personal Auto,Four-Door Car,246.489123,6/30/1996,TRUE
XW89091,California,M,College,98165283%,37256,62,12/30/1899,Personal Auto,Four-Door Car,128.969729,3/4/1996,FALSE
YC11951,Oregon,M,High School or Below,75191336%,96306,95,1/1/2000,Corporate Auto,Four-Door Car,185.355353,4/30/1996,TRUE
UY18770,California,F,Bachelor,101797170%,14290,271,12/30/1899,Personal Auto,Luxury SUV,1300.8,5/20/1999,FALSE
RA49085,California,F,College,27728392%,37038,71,1/1/2000,Corporate Auto,Four-Door Car,9.071305,11/6/1995,TRUE
BG84194,Oregon,M,College,40375018%,90760,103,2/1/2000,Special Auto,SUV,133.475315,3/9/1996,FALSE
PT64580,Washington,M,Master,41919661%,77048,103,12/30/1899,Personal Auto,SUV,141.199465,3/17/1996,TRUE
MR67738,Oregon,F,High School or Below,26768679%,54480,67,12/30/1899,Personal Auto,Four-Door Car,321.6,9/13/1996,FALSE
DM95829,California,M,College,25239596%,16244,68,12/30/1899,Personal Auto,Two-Door Car,623.223617,7/12/1997,TRUE
DB75522,California,F,College,69884016%,22436,89,12/30/1899,Special Auto,Four-Door Car,427.2,12/28/1996,FALSE
LM34525,Washington,F,College,87420578%,71592,72,12/30/1899,Personal Auto,Four-Door Car,141.725051,3/17/1996,TRUE
WW30771,Arizona,M,Master,26733196%,28728,67,12/30/1899,Personal Auto,Four-Door Car,321.6,9/13/1996,FALSE
QP65569,Arizona,M,High School or Below,121573299%,57449,103,12/30/1899,Personal Auto,Four-Door Car,494.4,3/5/1997,TRUE
TN50051,California,F,Doctor,29577640%,83318,73,12/30/1899,Personal Auto,Two-Door Car,211.336937,5/26/1996,FALSE
UO86707,Washington,M,Bachelors,71739094%,75217,61,1/1/2000,Personal Auto,Four-Door Car,147.080303,3/23/1996,TRUE
JA41698,Nevada,M,Bachelor,30995380%,0,102,5/1/2000,Corporate Auto,SUV,862.762957,3/8/1998,FALSE
NX18774,Oregon,M,Bachelor,84156846%,55308,107,12/30/1899,Corporate Auto,SUV,513.6,3/24/1997,TRUE
DA69469,Oregon,F,College,268431245%,36068,97,12/30/1899,Personal Auto,Two-Door Car,113.367765,2/18/1996,FALSE
CN23147,Oregon,M,Bachelor,130571707%,48804,112,1/1/2000,Corporate Auto,Four-Door Car,537.6,4/17/1997,TRUE
RA68844,Oregon,M,College,95999502%,0,131,12/30/1899,Personal Auto,SUV,943.2,5/28/1998,FALSE
GH42026,Oregon,M,Bachelor,85351089%,55790,111,12/30/1899,Personal Auto,SUV,117.672722,2/22/1996,TRUE
BD16530,Arizona,F,Bachelor,82934819%,70258,69,12/30/1899,Personal Auto,Four-Door Car,225.145949,6/9/1996,FALSE
JH91579,Oregon,F,Bachelor,68461503%,0,95,12/30/1899,Personal Auto,Two-Door Car,456,1/26/1997,TRUE
WK23685,Oregon,F,Bachelor,66368598%,47274,83,1/1/2000,Corporate Auto,Four-Door Car,182.432565,4/27/1996,FALSE
GR62267,Washington,F,College,56090825%,44705,71,12/30/1899,Personal Auto,Two-Door Car,148.173152,3/24/1996,TRUE
